loudness_in_range_query,popular_songs_query,artist_albums_query,popular_featured_track_query,update,insert
0.004563093185424805,0.002278566360473633,0.5349671840667725,4.31820273399353,0.0013630390167236328,0.0864109992980957
0.0022950172424316406,0.0022368431091308594,0.48340368270874023,3.9564995765686035,0.0010085105895996094,0.08287191390991211
0.0015282630920410156,0.003317594528198242,0.4745142459869385,3.949462413787842,0.00099945068359375,0.07561779022216797
0.0030252933502197266,0.0020084381103515625,0.4706284999847412,3.9882161617279053,0.0,0.0748753547668457
0.0025103092193603516,0.0013828277587890625,0.4593181610107422,3.974041223526001,0.0,0.07258868217468262
0.002034425735473633,0.002000570297241211,0.4628729820251465,3.948026418685913,0.0,0.07461094856262207
0.0023009777069091797,0.002001523971557617,0.459697961807251,3.8802244663238525,0.0,0.07332658767700195
0.0022013187408447266,0.0015020370483398438,0.4685213565826416,3.9229137897491455,0.0014886856079101562,0.07277107238769531
0.0020918846130371094,0.002006053924560547,0.46939516067504883,3.9343013763427734,0.0,0.07538056373596191
0.0020034313201904297,0.0022644996643066406,0.46166086196899414,3.9192190170288086,0.0,0.07639122009277344
0.002003908157348633,0.0015790462493896484,0.5384354591369629,3.893324136734009,0.0014524459838867188,0.07295536994934082
0.0020003318786621094,0.0015006065368652344,0.46136903762817383,3.891620397567749,0.0,0.07139348983764648
0.002025127410888672,0.0010287761688232422,0.4974253177642822,3.9083306789398193,0.0,0.07407808303833008
0.003197193145751953,0.0019998550415039062,0.5008523464202881,3.9054653644561768,0.0011072158813476562,0.08077383041381836
0.0022706985473632812,0.001004934310913086,0.4607737064361572,3.8965089321136475,0.0,0.07382082939147949
0.003706216812133789,0.0035233497619628906,0.46080946922302246,3.935046911239624,0.0010383129119873047,0.07549190521240234
0.0036232471466064453,0.0020236968994140625,0.45954012870788574,3.915335178375244,0.0,0.07367277145385742
0.002016782760620117,0.0020074844360351562,0.4556608200073242,3.9249229431152344,0.0,0.07474374771118164
0.003381013870239258,0.002020120620727539,0.45177745819091797,3.879011631011963,0.0010633468627929688,0.07328915596008301
0.0020012855529785156,0.0013844966888427734,0.45644116401672363,3.9521310329437256,0.0,0.0741431713104248
0.0019860267639160156,0.001699686050415039,0.4636695384979248,3.9043493270874023,0.0,0.0729982852935791
0.0026085376739501953,0.002794981002807617,0.459780216217041,3.938844919204712,0.0,0.07248115539550781
0.0020155906677246094,0.002530336380004883,0.45284557342529297,3.88665771484375,0.0010037422180175781,0.07366275787353516
0.002015829086303711,0.0010104179382324219,0.45829105377197266,3.8971447944641113,0.0,0.07361602783203125
0.0029082298278808594,0.001012563705444336,0.4520416259765625,3.893824338912964,0.0,0.07291984558105469
0.002054929733276367,0.0015139579772949219,0.45777320861816406,3.890791177749634,0.0,0.07410621643066406
0.0032944679260253906,0.001020669937133789,0.4472768306732178,3.8877906799316406,0.001003265380859375,0.07191085815429688
0.0048635005950927734,0.0013523101806640625,0.4488699436187744,3.918851137161255,0.0,0.07518172264099121
0.002638101577758789,0.0020329952239990234,0.4561324119567871,3.891998291015625,0.0,0.07325887680053711
0.0020008087158203125,0.002026796340942383,0.452380895614624,3.8981807231903076,0.0,0.07738232612609863
